ticker,visible_col,signal_col,n_obs,n_paired,ic,pval,accuracy,ls_spread,abs_ic
WNC,visible_count,filtered_leading_corr,31,25,0.3123076923076923,0.12853528769607106,0.52,0.11533611998530853,0.3123076923076923
ZBH,visible_count,filtered_contemp_corr,26,23,-0.31225296442687744,0.1469017639625557,0.391304347826087,-0.04530821794480256,0.31225296442687744
WNC,visible_count,filtered_contemp_corr,31,26,-0.3121367521367521,0.1205679604473873,0.46153846153846156,-0.11050378075424462,0.3121367521367521
CNMD,visible_count,leading_confidence,25,25,-0.31188555941917573,0.12908005790759056,0.2,-0.024487908949668864,0.31188555941917573
ZBH,visible_count,ucc_consensus_corr_historical,26,21,-0.31113999692307426,0.16979045978511803,0.47619047619047616,-0.030839826324282837,0.31113999692307426
IR,visible_count,leading_corr_historical,30,27,0.3101343101343101,0.11540536480557768,0.5925925925925926,0.04414603750162646,0.3101343101343101
ILMN,visible_count,leading_corr_ma,28,22,0.31005610646288956,0.16023201048649097,0.45454545454545453,0.06158920211620163,0.31005610646288956
ALC,total_universe,predicted_surprise_direction,21,19,0.308666725059459,0.1985203404406076,0.631578947368421,0.03297622563243671,0.308666725059459
ZBH,visible_count,ucc_to_rev_beta,26,24,-0.3060869565217391,0.1457674095865942,0.4166666666666667,-0.03434323199788174,0.3060869565217391
JNJ,visible_count,consensus_revenue_corr_historical,26,21,0.3058888865853613,0.17749302784960222,0.6666666666666666,0.02533280471489495,0.3058888865853613
PII,visible_count,filtered_leading_corr,31,25,0.30538461538461537,0.13768208799681808,0.64,0.06881175960642893,0.30538461538461537
GM,visible_count,leading_corr_historical,31,27,-0.3052503052503053,0.12155163762069557,0.4074074074074074,-0.040269042779702814,0.3052503052503053
ABBV,visible_count,contemp_corr_momentum,27,24,-0.3048488873979025,0.14748748895138517,0.375,-0.059968281423427576,0.3048488873979025
IR,visible_count,ucc_to_surprise_beta,30,27,0.3046398046398046,0.12233648508043633,0.5925925925925926,0.017884872284086684,0.3046398046398046
GM,visible_count,ucc_to_surprise_beta,31,22,0.30434782608695654,0.16847501997645453,0.5909090909090909,0.08512816736295853,0.30434782608695654
TEX,visible_count,predicted_surprise_calibrated,27,24,0.30347826086956514,0.14940850037488204,0.6666666666666666,0.02126831514203269,0.30347826086956514
CNMD,visible_count,predicted_surprise_direction,25,23,-0.3027650354097492,0.1602442946027342,0.34782608695652173,-0.1187836356507882,0.3027650354097492
ALGN,total_universe,contemp_corr_historical,26,24,-0.3026086956521739,0.15063640962783914,0.375,-0.10306614867468748,0.3026086956521739
CNMD,visible_count,predicted_rev_resid_calibrated,25,21,-0.3025974025974026,0.18244109138130268,0.2857142857142857,-0.13332062547605575,0.3025974025974026
HSIC,visible_count,contemp_regime_shift,24,24,0.3003103984275714,0.15391621563148386,0.08333333333333333,0.07243538771753626,0.3003103984275714
ZBH,visible_count,leading_confidence,26,26,-0.2969426131826699,0.14072056037774114,0.19230769230769232,-0.015756408136171376,0.2969426131826699
ZBH,visible_count,contemp_corr_historical,26,24,-0.29565217391304344,0.16071789336224301,0.4166666666666667,-0.03434323199788174,0.29565217391304344
PII,visible_count,predicted_surprise_magnitude_v2,31,28,-0.29556650246305416,0.12675241271223336,0.35714285714285715,-0.03550081790098314,0.29556650246305416
