ticker,visible_col,signal_col,n_obs,n_paired,ic,pval,accuracy,ls_spread,abs_ic
ASTE,visible_count,filtered_contemp_corr,29,24,0.03739130434782608,0.8622893584755253,0.5,-0.004737280051922175,0.03739130434782608
STE,visible_count,contemp_corr_ma,20,11,-0.03636363636363637,0.9154683168905347,0.45454545454545453,-0.00905400231351425,0.03636363636363637
IR,visible_count,leading_regime_shift,30,30,-0.03618404672146205,0.8494433196971032,0.13333333333333333,0.02434293659374178,0.03618404672146205
AGCO,visible_count,predicted_rev_resid_calibrated,31,28,0.03557744937055282,0.8573632480608898,0.5357142857142857,0.05276979908242202,0.03557744937055282
BHC,visible_count,ucc_surprise_corr_historical,26,23,0.03557312252964427,0.8719836982818571,0.4782608695652174,0.04111301963937512,0.03557312252964427
PRCT,visible_count,resid,12,12,0.034965034965034975,0.9140933424107599,0.6666666666666666,0.10693124958847144,0.034965034965034975
AGCO,visible_count,predicted_surprise_calibrated,31,27,-0.03479853479853479,0.8631904917285699,0.4074074074074074,0.0032424763008989535,0.03479853479853479
TEX,visible_count,filtered_contemp_corr,27,22,0.03388873334797871,0.8809884187561126,0.5909090909090909,-0.05578218454696465,0.03388873334797871
CAT,visible_count,predicted_surprise_magnitude,23,21,0.033766233766233764,0.8844723124673912,0.5714285714285714,0.011096149695590703,0.033766233766233764
IDXX,visible_count,ucc_consensus_corr_historical,24,20,0.03308270676691729,0.8898759648856192,0.45,-0.09198358281927344,0.03308270676691729
BSX,visible_count,ucc_to_rev_beta,16,14,0.032967032967032975,0.9109186530718452,0.2857142857142857,-0.06325247971096302,0.032967032967032975
QGEN,visible_count,contemp_corr_momentum,29,25,0.03258458448810094,0.8771189133291875,0.56,0.018933205705331066,0.03258458448810094
ALG,visible_count,leading_confidence,32,32,-0.03173843279514312,0.8630918262246048,0.28125,-0.006096311494049544,0.03173843279514312
ALGN,total_universe,predicted_surprise_magnitude_v2,26,23,-0.03162055335968379,0.8861121989269577,0.5217391304347826,-0.04145469155311365,0.03162055335968379
HSIC,visible_count,leading_corr_momentum,24,20,0.03157894736842105,0.8948543863933639,0.55,-0.006429458117699353,0.03157894736842105
ABBV,visible_count,ucc_to_surprise_beta,27,25,0.03153846153846154,0.8810361271223514,0.44,0.020050244946470036,0.03153846153846154
TDOC,visible_count,ucc_to_surprise_beta,13,10,0.0303030303030303,0.9337729580941466,0.2,-0.0537948988716219,0.0303030303030303
TXT,visible_count,predicted_rev_resid_calibrated,33,30,0.030066833787309524,0.8746769751912508,0.6,-0.00686642091516549,0.030066833787309524
